comment_score KDE Curve Data
============================

          x  kde_density
2961.160804 7.923573e-46
2981.572864 8.826089e-49
3001.984925 7.713949e-52
3022.396985 5.289788e-55
3042.809045 2.846064e-58
3063.221106 1.201402e-61
3083.633166 3.978886e-65
3104.045226 1.033848e-68
3124.457286 2.107497e-72
3144.869347 3.370427e-76
3165.281407 4.228672e-80
3185.693467 4.162148e-84
3206.105528 3.213804e-88
3226.517588 1.371847e-90
3246.929648 1.994889e-86
3267.341709 2.307803e-82
3287.753769 2.093819e-78
3308.165829 1.489841e-74
3328.577889 8.313822e-71
3348.989950 3.638496e-67
3369.402010 1.248830e-63
3389.814070 3.361592e-60
3410.226131 7.096543e-57
3430.638191 1.174922e-53
3451.050251 1.525568e-50
3471.462312 1.553510e-47
3491.874372 1.240672e-44
3512.286432 7.770703e-42
3532.698492 3.817014e-39
3553.110553 1.470441e-36
3573.522613 4.442541e-34
3593.934673 1.052630e-31
3614.346734 1.956051e-29
3634.758794 2.850657e-27
3655.170854 3.258142e-25
3675.582915 2.920487e-23
3695.994975 2.053056e-21
3716.407035 1.131896e-19
3736.819095 4.894096e-18
3757.231156 1.659582e-16
3777.643216 4.413522e-15
3798.055276 9.205177e-14
3818.467337 1.505703e-12
3838.879397 1.931552e-11
3859.291457 1.943274e-10
3879.703518 1.533281e-09
3900.115578 9.487897e-09
3920.527638 4.604456e-08
3940.939698 1.752455e-07
3961.351759 5.230892e-07
3981.763819 1.224517e-06
4002.175879 2.248093e-06
4022.587940 3.236859e-06
4043.000000 3.655053e-06
